NAME,FORENAME,OCCPN/STATUS,PLACE,TYPE,YEAR,FOLIO,REGISTER
MANNING,William,,Dartmouth,,1620,72,Soame
MANTON,Thomas,clerk,Exeter,,1624,7,Byrde
MAPOWDER,"Narcissus, gent",,Holsworthy,,1628,55,Barrington
MARKER,"Henry the elder, gent",,Ottery St Mary,,1622,57,Savile
MARKES,John,,Totness,,1622,56,Savile
MARKES,William,yeoman,Exeter,,1628,79,Barrington
MARKES,William,,"St Lawrence,Exeter",sentence,1629,4,Ridley
MARRAKER,Deano,,Wambrooke,,1625,13,Clarke
MARSHALL,John the younger,,Exeter,,1623,72,Swann
MARSHALL,John,alderman,Exeter,,1624,74,Byrde
MARSHALL,William,mariner,St Mary Church,,1620,90,Soame
MARSTON,Nicholas,,"Prebendary of St Peter's, Exeter",,1624,49,Byrde
MARTIN,John the elder,,Cockington,with sentence,1625,62,Clarke
MARTIN,"John, gent",,Yarcombe,,1625,67,Clarke
MARTYN,Robert,merchant,Dartmouth,,1628,6,Barrington
MARTYN,Thomas,alderman,Exeter,,1620,57,Soame
MARTYN,"Thomas, esquire",,Lindridge [?Bishopsteignton],nuncuptative,1627,117,Skynner
MARWOOD,"John, gent",,Colyton,,1626,118,Hele
MATHEWE,Abraham,blacksmith,Kentesbere,,1628,31,Barrington
MATHEWE,Robert,mariner,Plymouth,,1628,98,Barrington
MATHEWE,Walter,merchant,Plymouth,,1622,13,Savile
MATHEWE,William the elder,,Cockington,,1620,44,Soame
MATHEWE,William,yeoman,"Pruston, Payngton",,1628,56,Barrington
MAY,John,gunner,"of ship ""Bull"", Brixham",,1626,123,Hele
MAYNARD,Arthur,,Tavistocke,,1629,30,Ridley
MAYNARD,Philip,yeoman,Painton,,1620,57,Soame
MAYNARD,Thomas the elder,,Sherford,,1628,50,Barrington
MERSON,Ralph,clothier,Kentisbeare,,1622,53,Savile
MICHEL,Alexander,husbandman,"Dalewood, Dor",,1621,92,Dale
MICHELL,Catteren spinster,,Luppitt,,1629,97,Ridley
MICHELL,Robert,yeoman,"Stockland, Dor",,1628,98,Barrington
MICHESSON,Andrew,,Plymouth,,1627,113,Skynner
MILFORD,"Richard, gent",,South Tawton,,1629,78,Ridely
MILL,Henry,merchant,Dartmouth,,1626,50,Hele
MINIFIE,"John, gent",,Halbarton,,1626,154,Hele
MITCHELL,Peter,sailor,Axminster,,1626,21,Hele
MODIFORD,John,merchant,Exeter,,1628,65,Barrington
MOLFORD,"John, gent",,Southmolton,,1626,119,Hele
MOLLINS,"William, senior",yeoman,Tavistock,,1626,57,Hele
MOORE,Johan widow,,Tavistock,,1628,99,Barrington
MOORE,John,yeoman,South Taunton,,1629,107,Ridley
MOORE,Richard,sayler,Eastogwell,,1625,138,Clarke
MOORE,Richard,,East Ogwell,sentence,1626,97,Hele
MOORE,Roger,clothier,"St Thomas [the Apostle, Exeter]",,1626,117,Hele
MOORE,Roger,,"St Thomas [the Apostle, Exeter]",sentence,1627,75,Skynner
MORGAN,"George, gent",,Sidbury,,1624,103,Byrde
MORGAN,"Henry, gent",,Sidbury,,1626,67,Hele
MORGAN,Humphrey,,Tiverton,,1620,31,Soame
MORGAN,Margaret widow,,Sidbury,,1629,36,Ridley
MORRIS see ANDREWE,,,,,,,
MORRIS see DREWE,,,,,,,
MORRISH or MORRICE,Alexander,clerk,Morchyard Crewes,,1629,108,Ridley
MOWLE,Mathew,husbandman,Chittlehampton,,1621,2,Dale
MUELS,William,yeoman,Swimbridge,,1621,7,Dale
MULES,John,,Tavistock,,1626,118,Hele
MURCHE,James,tucker,Exeter,,1621,29,Dale
MUXWORTHY,Roger,husbandman,Highbray,,1627,105,Skynner
NEALE,William,merchant,Plymouth,,1623,81,Swann
NEILSD,Arthur the younger,hosier,Barnstaple,,1621,66,Dale
NEWCOMBE,"John, gent",,Drew Stenton [Drewsreignton],,1621,75,Dale
NEWCOURT,Elizabeth widow,,"Pickwell, Georgham",,1629,51,Ridley
NEWLAND,Margaret widow of,,"St Bartholmew the Less,",,1621,58,Dale
,Christopher NEWLAND,merchant of Totnes,West Smithfield,,,,
NEWMAN,Richard,merchant,Totnes,,1621,81,Dale
NEWSAM,"Edward, gent",,Tavistock,,1624,103,Byrde
NEWTON,Joane,,Kentsbear,,1626,21,Hele
NEWTON,William,husbandman,Ufculme,,1623,57,Swann
NICHOLE,George,mariner,Instowe,,1622,5,Savile
NORMAN,John,husbandman,Hunsham [Huntsham],,1629,6,Ridley
NOSEWORTHY,Nicholas,yeoman,Woodland,,1623,3,Swann
NOSWORTHIE,Margaret widow,,Morton Hamsteed,,1628,11,Barrington
NOTT,"John the elder, gent",,Lapford,,1626,90,Hele
NUTCOMBE,Thomazine,,Clehanger [Clayhanger],,1623,89,Swann
OLDREE,Willliam,,Bridgtowne Pomerye,,1621,102,Dale
OSBORNE,John,whitebaker,Barnstaple,,1629,50,Ridley
OSMOND,Christian widow,,Moorebath,,1626,87,Hele
OSMOND,Nicholas,,Moorebath,,1626,60,Hele
PADDEN,THomas,,"Cockaven, par of Tonington",,1621,16,Dale
,,,or Teignton Bishop,,,,
PAIGE,Thomas,merchant,Dartmouth,,1621,75,Dale
PALKE,John the younger,,Staverton,,1620,71,Soame
PALMER,Joane widow,,Stokecannon,nuncupative,1626,107,Hele
PALMER,Joanna,,Stoke Canon,sentence,1628,61,Barrington
PALMER,John the elder,,Halberton,,1627,49,Skynner
PARKIN,Mark,husbandman,Broadclist,,1628,32,Barrington
PARNACOTT,Thomas,clothier,Tiverton,,1622,49,Savile
PARRETT or PERROTT,Robert,yeoman,Corneworthy,,1625,37,Clarke
PARRIS,Robert,yeoman,"Woolmington, Chardstock, Dor",,1620,96,Soame
PARSONS,William,husbandman,Biddiford,,1629,10,Ridley
PASMOORE,John,yeoman,North Molton,,1629,94,Ridley
PAYNE,Margery spinster,,Barnstaple,nuncupative,1623,56,Swann
PEARD,"George, gent",,Barnestaple,,1621,30,Dale
PEARDEN,Richard,,in Exmouth,,1628,108,Barrington
,,,"(PAB says ""of Littleham"")",,,,
PEARON or PEARDEN,George,yeoman,"of Exmouth, Littleham",,1628,59,Barrington
PEEKE,Gervase,woollen draper,Bideford,,1625,29,Clarke
PENNEY,Elizabeth spinster,,Exeter,nuncupative,1622,18,Savile
PENNY,Elizabeth spinster,,Exeter,with sentence,1622,113,Savile
PENROSE,John,merchant,Barnstaple,,1625,18,Clarke
PENROSE,Thomas,yeoman,Hollesworthy,,1627,32,Skynner
PERROTT see PARROTT,,,,,,,
PERSON or PEIRSON,John,tailor,"Stockland, Dor",,1620,37,Soame
PETER,"John, esquire",,Compton [Marldon],,1626,119,Hele
PETER,William,mariner,Cherson Ferrers,,1628,44,Barrington
,,,[Churston Ferrers],,,,
PETHIEBRIDGE,Nicholas,,Chudleigh,,1625,[No Folio #],Clarke
,,,(PAB December Not in Register),,,,
PIKE,John,merchant,Plymouth,,1621,63,Dale
PILE see PYLE,,,,,,,
PINCOMBE,"William, gent",,South Molton,,1625,138,Clarke
PITTMAN,Elizabeth widow,,Nymett Episcopi,,1625,2,Clarke
POCOCKE,Leonard,,Uffculme,,1625,13,Clarke
POLLARD,Dame Elizabeth,,Ashton,,1627,67,Barrington
,widow of Sir Hugh POLLARD,,[NOTE: Vol 44 has this as 1627,,,,
,"knight, deceased",,which is NOT Regr Barrington],,,,
POLLARD,Lewes,,Filley [Filleigh],,1626,59,Hele
POLLARD,"Richard the elder, gent",,"Langeleigh, High Bekenton",,1626,78,Hele
,,,[High Bickington],,,,
POLLARD,"Robert, gent",,Chumly [Chulmleigh],,1620,12,Soame
POLLARD,Thomas,yeoman,Totnes,,1627,8,Skynner
POMEROY,Leonard,merchant,Plymouth,,1629,25,Ridley
POPE,Matthew,yeoman,"Pidgeleigh in Sandford, Crediton",,1624,86,Byrde
POPE,Thomas,merchant,Exeter,,1627,119,Skynner
POTTER,John,,Clayhanger,,1626,65,Hele
POTTLE,Christopher the elder,merchant,Totnes,,1629,96,Ridley
,(Roger in Cal),,,,,,
POYNTER,"Nicholas, gent",,Tavistock,,1621,101,Dale
POYNTER,William,merchant,Tavistock,,1624,12,Byrde
POYNTINGDON,"Thomas, gent",,Upton Hellions,,1620,116,Soame
PRATT,John,yeoman,Broadhembury,,1624,99,Byrde
PRATT,John,,Broadhembury,sentence,1624,115,Byrde
PRESTON,Henry the elder,,Upp Ottery,,1624,25,Byrde
PRIDHAM,William,,Totnes,,1621,16,Dale
PRIDEAUX,"Sir Nicholas, knight",,West Pulford [Putford],,1628,45,Barrington
PRINCE,John,,Kilmington,,1624,7,Byrde
PURCHAS,Edward,,Sidmouth,,1620,114,Soame
PYLE,George the elder,merchant,Exeter,,1628,18,Barrington
RADFORD,John the elder,,Okeford,,1622,69,Savile
RANDALL,John,mariner,Sidmouth,,1623,51,Swann
RAWLE,Phillip,yeoman,Highbrickington,,1628,76,Barrington
RAWLYN,Robert,merchant,Plymouth,,1627,29,Skynner
RAYMOND,Thomas,yeoman,"Hawkchurch, Dor",,1622,86,Savile
READE,James,,Shobbrooke,,1629,11,Ridley
READE,Jane spinster,,Uffculme,,1624,39,Byrde
READE,Robert,clothier,Tiverton,,1623,89,Swann
REED,Thomas,fuller,Exeter,,1624,54,Byrde
REYNOLDS,Richard,yeoman,Cheriton Fitzpayne,,1626,90,Hele
REYNOLDS,Richard,,Cheriton Fitzpayne,sentence,1626,130,Hele
REYNOLDS see HIGGS,,,,,,,
RICHARDS,Thomas,weaver,Mariansleigh,,1629,10,Ridley
RICHARDSON,John,,Plymouth,,1626,151,Hele
RICRAFTE,Nicholas,merchant,Exeter,,1620,34,Soame
RISDON,Benjamin,vintner,Exeter,,1628,42,Barrington
ROCKETT,John,yeoman,"Chackridge, Hawkchurch, Dor",,1626,21,Hele
ROCKETT als WAKELEY,John,yeoman,"Holditch, Thorncombe",,1620,7,Soame
RODDON,Thomas,yeoman,Offwell,,1625,127,Clarke
ROLLE,"Sir Henry, knight",,Stevinstone [nr Gt Torrington],,1625,119,Clarke
ROLLE,"Robert, gent",,St Giles near Gt Torrington,,1628,37,Barrington
ROLLE,"Valentine, gent",,St Giles near Torrington,,1624,29,Byrde
ROOPE,"George, gent",,"Chipton, Ditsham [Dittisham]",,1629,52,Ridley
ROOPE,"John, gent",,Little Dartmoutth,,1620,41,Soame
ROUPE,Nicholas the eldest,merchant,Wallflute near Dartmouth,,1623,124,Swann
ROWE,John,merchant,Stoke Damerell,,1622,32,Savile
ROWE,John senior,,Topsham,sentence,1629,112,Ridley
ROWE,Wiilliam,yeoman,Stowford,,1625,20,Clarke
ROWSE,Ambrose,,Edmeston [par of Modbury],nuncupative,1621,30,Dale
RUDD,Robert,sailor,Fremington,nuncupative,1623,38,Swann
RYDER,William,,"Downe Thomas, par of Wenbury",,1622,36,Savile
SALISBURY,John the elder,merchant,Barnstaple,,1623,51,Swann
SALISBURY,Mary widow,,Barnstaple,,1627,10,Skynner
SALTER,John,yeoman,Whimple,,1620,41,Soame
SALTER see ELLYS,,,,,,,
SALTERNE,George,,Hunshowe [Huntshaw],with sentence,1629,102,Ridley
SAMPSON,John,,Membury,sentence,1620,73,Soame
SATCHELL,Barnaby,husbandman,Burlescombe,,1621,64,Dale
SAUNDERS,Nicholas,mariner,Dartmouth,,1626,72,Hele
SAVIDGE,John,clockmaker,Exeter,,1627,88,Skynner
SEARLE,Philip,mercer,Honiton,,1622,53,Savile
SELLECK,David,yeoman,Morebath,,1624,97,Byrde
SHAPLY,John the elder,merchant,Great Totnes,,1628,55,Barrington
SHARELAND,Robert,yeoman,Culmestocke,,1623,89,Swann
SHEPHEARDE,Anne widow,,Pilton,,1620,41,Soame
SHEPPARD,Robert,yeoman,"Fulbrooke, par of Bra[u]nton",,1622,41,Savile
SHERE,John,alderman,of city & cnty of Exeter,,1623,35,Swann
SHILSTON,John,,Okehampton,,1626,154,Hele
SKYNNER,Joane widow,,Goodleigh,,1628,68,Barrington
SLADE als JAMES,Phillip,husbandman,Kentesbere,,1628,43,Barrington
SLADER,Amy widow,,Staverton,,1621,41,Dale
SMERDON,Richard,,Ipplepen,,1629,80,Ridley
SMITH,"Amy, servant to Rt Hon",,,,1626,110,Hele
,Countess of Totnes,,"Savoy, Middx",,,,
SMITH,Daniel,mariner,Biddisford [Bideford],,1627,16,Skynner
SMITH,"Sir George, knight",,Maidworthy,sentence,1620,99,Soame
SMITH,"Hugh, gent",,Powderham,,1627,30,Skynner
SMITH,Lewis,merchant,Barnestaple,,1624,32,Byrde
SMITH,"Sir Nicholas, knight",,Larkebeer [Talaton],,1623,74,Swann
SMITH,"Sir Nicholas, knight",,Larkebeer [Talaton],sentence,1624,115,Byrde
SMITH,"Phillip, gent",,Crediton,,1627,48,Skynner
SNELLING,John,merchant,Exeter,,1625,49,Clarke
SNOWE,David,weaver,Nymet Epis. [Bishops Nympton],,1620,25,Soame
SOUTHCOTT,"Ames, gent.",,Kenn,,1628,55,Barrington
SOUTHCOTT,Elizabeth widow,,Exeter,,1629,95,Ridley
SOUTHCOTT,"Otho, esquire",,Exeter,,1620,59,Soame
SOUTHCOTT,"Thomas, gent.",,"Calverley, par of Calwoodly",,1621,90,Dale
SOUTHWOOD,John,tailor,Exeter,,1620,71,Soame
SPARRY,Protesie,,Totnes,,1623,113,Swann
SPECCOTT,Julian widow,,Lamerton,,1621,91,Dale
SPICER,George,,Exeter,,1625,40,Clarke
SPISER,Mighell,,Exmouth,,1626,150,Hele
SPURWAY,Alice widow,,South Moulton,,1626,21,Hele
SPURWAY see HILL,,,,,,,
SPURWELL,Richard,merchant,Stonehouse,,1624,41,Byrde
SQUIER,Christopher,,South Molton,,1629,51,Ridley
STANBURY,John,,Barnstaple,,1626,39,Hele
STANDON,Katherine singlewoman,,Ughborough,,1629,50,Ridley
STARRE,Anne,,Beer Seaton,,1628,54,Barrington
STAVELEIGH,"Anthony, gent",,Biddeford,,1622,110,Savile
STAVELEY,Anthony,,Bideford & Exeter,sentence,1623,110,Swann
STEPHENS or STEEVENS,John,yeoman,Barnestaple,,1625,115,Clarke
STEPHENS,"Thomas, gent",,Barnstable,,1624,97,Byrde
STEVEN,William,saylor,Stokegabriell,,1626,91,Hele
STOCKES,William,,Axmouth,,1626,79,Hele
STONE,Thomas,,Cleanger [Clayhanger],will & sentence,1628,74,Barrington
STONE als WILLIAMS,John,,Eastogwell,nuncupative,1626,97,Hele
,,,,will & sentence,,,
STRANGE,Philip,merchant,Northam,,1621,6,Dale
STRANGE,Philip,,Northam,sentence,1621,88,Dale
STREETE,Thomas,yeoman,"Newparke, Axminster",,1626,69,Hele
STUCKLY,"Lewes, gent",,Cobley [house West Worlington],,1629,18,Ridley
SUTCLIFFE,Mathew,,Deane of Exeter,,1629,94,Ridley
SWEATELAND,Edward,yeoman,Stoke Gabriel,,1620,64,Soame
SWIFT,Jasper,,parson of Clist St Mary,,1620,98,Soame
SYMONS,Mathew,yeoman,Bran[u]nton,,1622,100,Savile
SYMONS,Robert,,Pilton,,1625,6,Clarke
TALLANT,Anthony,merchant,Plymouth,,1627,4,Skynner
TAYLER,John,hoyser,Collumpton,,1628,9,Barrington
TAYLOR,John,yeoman,Woodbury,,1629,97,Ridely
TETHERLEY,Mary,,Exeter & Doddiscombleigh,,1620,78,Soame
THOMAS,Roger,yeoman,Thorwerton,,1621,29,Dale
THORNE,John,husbandman,Bishops Nympton or Nymet Epis.,,1628,99,Barrington
THORNE,Stephen,butcher,Barnestaple,,1623,56,Swann
THURDEN,Leonard,merchant,Exeter,,1622,84,Savile
TILLARD,William,clothier,Totnes,,1623,67,Swann
TILLIE,"Henry, gent",,Upawtrie [Upottery],,1624,55,Byrde
TIRRELL,Thomas,yeoman,St Sidwell in Exeter,,1620,90,Soame
TOLLEY,Stephen,,Witheridge,,1620,110,Soame
TOME,Lewis,yeoman,Nymett Epi. [Bishops Nympton],,1622,24,Savile
TOOKER,Joane widow,,"Dallwood, Dor",,1621,61,Dale
TOOKER,Thomas,yeoman,Newton St Cyers,,1629,22,Ridley
TOOSE,Leonard,thatcher,Collomstock [Culmstock],,1627,25,Skynner
TOWSE,Solomon,mariner,Dartmouth,,1620,69,Soame
TRACEY,William,yeoman,Northam,,1624,96,Byrde
TRELAWNEY,Robert,merchant,Plymouth,,1628,32,Barrington
TRELOADER,Ralph,,Stoke near Plymouth,,1620,[No Folio #],Soame
,,,(PAB January - NOT @ register),,,,
TREPE,"Robert, gent",,"Farmeleigh, Sandford",,1627,63,Skynner
TREVELYAN,Anthony,,Yarnscombe,with sentence,1624,118,Byrde
TRIGG,Paul the elder,merchant,"St Mary Arches, Exeter",,1624,61,Byrde
TROSSE,"William, gent",,"St David's, Exeter",,1626,89,Hele
TRVYETT,John,yeoman,"Charstocke, Dor",,1620,12,Soame
TUCKE,Bartholomew,husbandman,"Dalewood, Dor",,1622,24,Savile
TUMMELLS,Richard,,Exborne,,1629,43,Ridley
TURNER,John,yeoman,Silferton,,1627,103,Skynner
TYDERLEIGH,Robert the elder,,"Tyderleigh, Chardstocke, Dor",,1628,81,Barrington
TYRLINGE,John the elder,yeoman,Awliscombe,,1622,35,Savile
UNDERHILL,Lawrence,yeoman,Avetongyfforde [Aveton Gifford],,1625,67,Clarke
VENSTON,Roger,,Marlborough,,1620,60,Soame
VINCENT,Simon,,Yarcombe,,1620,56,Soame
VOSPER,Henry,marchaunte,Tavistocke,,1623,43,Swann
WADDON,John,merchant,Plymouth,,1620,95,Soame
WAKEHAM,Thomas,iremonger,city of Exeter,,1625,70,Clarke
WAKEHAM see ROCKETT,,,,,,,
WALKER,Thomas,,alderman of Exeter,,1629,78,Ridley
WALROND,"Edward, gent",,Seaton,,1628,98,Barrington
WALROND,"William, esquire",,"Brodfield [Bradfield, Uffculme]",,1627,88,Skynner
WALTHAM,Geffery,merchant,Exeter,nuncupative,1626,62,Hele
WARE,Samuel,,Chittlehampton,,1627,3,Skynner
WARNER,Francis,servant to Rt Hon,Tawstocke,,1620,95,Soame
,,William Earl of Bath,,,,,
WARREN,John the elder,yeoman,"Bossell, Sidbury",,1629,93,Ridley
WARREN,Samuel,yeoman,Bishop's Nympton,,1624,97,Byrde
WAYE,Corony,yeoman,Sampford Peverell,,1627,62,Skynner
WAYMOUTH,John,mariner,Dawlish,,1620,114,Soame
WEALOND see,,,,,,,
HOLMEYARD,,,,,,,
WEARE,Thomasine,,Collumpton,,1629,89,Ridley
WEBBER,James,carpenter's mate,"ship ""Clove"", South Molton",,1622,11,Savile
WEBBER,John,turner,"Stockland, Dor",,1623,57,Swann
WEBBER,Prudence spinster,,Broad Hempston,,1622,2,Savile
WEBBER,Richard,,Broadhempston,nuncupative,1627,101,Skynner
,,,,wiil & sentence,,,
WEBBER,Roger,merchant,Exeter,,1626,66,Hele
WELCHE,Richard,,"Totness; Malaga, Spain",,1620,69,Soame
WELWORTH,Christopher,merchant,Dartmouth,,1621,7,Dale
WEST,John,marriner,Exeter,,1621,81,Dale
WESTACOTT,Brian,,Tawton Episcopi [Bishops Tawton],,1626,72,Hele
WESTLAKE,Thomas,merchant,Barnstaple,,1623,74,Swann
WESTON,"Walter, gent",,Membury,,1621,77,Dale
WHEELER see DAVY,,,,,,,
WHIDDON,"Oliver, esquire",,Sidbury,,1620,49,Soame
WHITE,John,mariner,Powderham,,1620,91,Soame
WHITE,Richard,,master of arts,,1627,92,Skynner
,,,"vicar of Chardstocke, Dor",,,,
WHITE see CAULE,,,,,,,
WHITENOUGHE,Elizabeth widow,,Culmestock,,1624,16,Byrde
WHITLOCKE,John,yeoman,"St Paul, Exeter",,1629,111,Ridley
WHITTEY,Richard,yeoman,Wieworthy [Widworthy],with sentence,1622,55,Savile
WHITTIE,Jeriam the elder,yeoman,Kilmington,,1621,108,Dale
WHITTIE,Joane widow,,Axminster,,1626,21,Hele
WILLCOCKS,Captain John,,"late of Plymouth, now of",,1628,55,Barrington
,,,Ackanack in Virginia,,,,
WILLES,Thomas,yeoman,Kenton,,1625,51,Clarke
WILLIAMS see STONE,,,,,,,
WILLMAIDE or,Hugh,mariner,Lisley [Lustleigh],,1628,68,Barrington
WELLMAIDE,,,,,,,
WILLS,Christian spinster,,Exeter,,1628,82,Barrington
WINCHESTER,Edward,mariner,Dartmouth,,1627,51,Skynner
WISE,Christopher,merchant,Totnes,with sentence,1629,16,Ridley
WISE,John the elder,merchant,Totnes,,1622,69,Savile
WISE,Nicholas the elder,merchant,Totnes,,1628,99,Barrington
WISE,William,merchant,Totnes,,1626,57,Hele
WOLMINGTON,William,,Yarcombe,,1629,50,Ridley
WOLSTON,John,,"Motleigh, par of Westogwell",,1620,28,Soame
WOOD,Agnes,,Uffcolumbe [Uffculme],,1626,33,Hele
WOOD,Henry,,Culmestocke,,1627,104,Skynner
WOOD,John,husbandman,Braunton,,1620,38,Soame
WOOD,John,,Leawtrenchard,,1625,9,Clarke
WOODYEATS,William the younger,yeoman,Shobrooke,,1620,93,Soame
WOOTTON,William,husbandman,Culleton [Colyton],,1622,94,Savile
WORTH,"Arthur, esquire",,Staverton,,1627,41,Skynner
WYOT,Nicholas,husbandman,"Chardstocke, Dor.",,1625,60,Clarke
YARD,"Gilbert, esquire",,Bradligh,with sentence,1621,52,Dale
,,,"[?Bradley House, Newton Abbot]",,,,
YARD,Gilbert,,Bradley,,1625,124,Clarke
YEBSLY,Thomas,sailor,Salcombe,,1623,83,Swann
YEO,Roger,merchant,Exeter,nuncupative,1620,21,Soame
YOLLAND,"Richard, gent",,Aishberton,,1620,96,Soame
YOLLAND,William. gnt,,Crediton,,1626,9,Hele
YOUNG,William,mariner,Paignton,,1622,10,Savile
