NAME,FORENAME,OCCPN/STATUS,PLACE,TYPE,YEAR,FOLIO,REGISTER
GREENEWOOD,Henry,haberdasher,Great Torrington,,1619,53,Parker
GRIGGE,William the elder,merchant,Exeter,,1617,80,Weldon
GRILLES,William the elder,merchant,Tavistock,,1618,127,Meade
GRINDALL,Robert,marchaunt,Dartmouthe,,1613,24,Capell
GYLES,"John, esq.",,Deane Prior,,1607,44,Hudlestone
GYLES,John,,Collompton,,1609,12,Dorset
HACKMAN,Agnes,,(PAB Membury),,1608,110,Windebanck
HAKES,John,,Ipplepen,,1607,21,Hudlestone
HALL,John,,Fisherton,,1617,29,Weldon
,,,"(?Fisher's Town, Bishop's Nympton)",,,,
HALSTAFF,Peter,,Thorverton (PA Oct; will NOT registered),,1613,,
HAME,Symonde,merchant,(PAB late of parts beyond the seas;,,1613,52,Capell
,,,"deceased at exeterr as of London, merchant)",sentence,1614,62,Lawe
HAMBLYN,Thomas,shipwright,Plymouth,,1611,74,Wood
HAMLYN,John,yeoman,"Exwicke (St Thomas, Exeter)",,1613,53,Capell
HAMLYN,Zacharye,yeoman,"Stockland, Dor.",,1613,41,Capell
HARDYE,Thomas,merchant,Colyton,,1605,22,Hayes
HARDING see HEARDING,,,,,,,
HARRIS,Gilbert,merchant,Barnestable,,1619,15,Parker
HARRIS,John,merchant,Barnstaple,,1611,33,Wood
HARRISON,William,saylor,"in the ""Hector""",,1613,87,Capell
,,,(PAB Plymouth & over the seas),,,,
HART,Thomas,yeoman,Uplime,,1618,13,Meade
HARTE,Laurence,yeoman,Staverton,,1616,10,Cope
HARTNOLL,John,husbandman,Northmolton,,1605,54,Hayes
HASSARD,John,sailor,Brixham,,1614,122,Lawe
HATCH,Nicholas,,"St Stephen, Exeter",,1616,,
,,,(PA October; will NOT registered),,,,
HATCH,"Thomas, gent.",,"West Playstowe, Sherwill",,1616,18,Cope
HAWKES see HAKES,,,,,,,
HAWKINS,John,merchant,Dartmouth,,1607,68,Hudlestone
HAWKINS,John,fuller,Tavystock,,1612,74,Fenner
HAYNE,Henry,,(PAB Exeter),,1612,118,Fenner
HEARD als CLARKE,William,husbandman,Chittlehampton,,1615,20,Rudd
HEARDINGE,Mathewe,husbandman,Landkey,,1614,95,Lawe
HEDDON,Robert,,Bratton Fleming,,1615,54,Rudd
HELE,John,husbandman,Bovietracie,,1606,6,Stafforde
HELE,"Sir John, knight",serjeant at law,(PAB Wembury),,1608,89,Windebanck
HELE,"John, gent.",,Shaughe [Shaugh Prior],,1611,6,Wood
HELE,"John, esq.",,(PAB Wood) [Kentisbeare],,1611,105,Wood
HELE,Walter,,Fardell (Cornwood),,1615,107,Rudd
HELLIER,Jerome,husbandman,Yearkcombe (Yarcombe),,1610,4,Wingfield
HELLYE,Thomas,mariner,Dawlish,,1617,116,Weldon
HERDINGE,"Elizabeth, widow",,Landkey,,1617,104,Weldon
HERRINGE,John,yeoman,Cockington,,1613,46,Capell
HEXTE,John,yeoman,Aishberton,,1608,34,Windebanck
HEXTE,"Richourde, widow",,Aishberton,,1611,100,Wood
,,,,sentence,1612,45,Fenner
HICKMAN,John,sailor,"in the ship ""Solomon""; (PAB Bideford)",,1618,107,Meade
HILL als PERRY,Joane,,Clehanger,,1614,44,Lawe
HILL,Richard,husbandman,George Nympton (Nympton St George),,1613,51,Capell
HILL,William,,Sydmothe,,1611,10,Wood
HINSON,William,,Tavistock,sentence,1618,120,Meade
HINSON see HYNSON,,,,,,,
HITCHCOCK,John,,(PAB Colliton) [Colyton],,1609,25,Dorset
HITCHINS,Eichard,merchant,Plymouth,,1614,22,Lawe
HOBBES,Robert,,"aboard ship ""Charles"" (PAB Plymouth)",,1618,92,Meade
HOCKMORE,Gregory,,(PAB Buckland),,1607,34,Hudlestone
HOCKMORE,Phillip,,Coffinswell,sentence,1619,53,Parker
HODGE,John,inkeeper,Bampton,,1610,74,Wingfield
HODGE,Thomas,yeoman,Buckfastleigh,,1615,80,Rudd
HODYE,Christopher,,Neathway (Brixham),,1618,26,Meade
HOLDER,"Agnes, widow",,"St Edmund on the Bridge, Exeter",,1618,71,Meade
HOLDER,William,dyer,Exeter,,1615,2,Rudd
HOLE,Richard,tanner,"Blackstreete, Southawton",,1614,31,Lawe
HOLLAND,"Robert, gent.",,Townestall [Dartmouth],,1611,101,Wood
HOLLAND,Thomas,,Dartmouth,,1619,28,Parker
HOLLDICHE,Phillip,,Totnes,,1608,14,Windebanck
HOLLIGRAVE,John,,Dartmouth,,1618,123,Meade
HOLMES,John,clarke,Exeter,,1616,28,Cope
HOLWAY,William,clothier,Hemiocke,,1613,57,Capell
HONNYWELL,"William, gent.",,Bremell (Ashton),,1615,6,Rudd
HOOPER,William. gent.,,"Waterhouse, Exborne",,1613,42,Capell
HOORE,Richard,,Axminster,,1608,110,Windebanck
HORE,Robert,,Kilmimgton,,1608,47,Windebanck
HORWOOD,Henry,mariner,Barnstaple,,1618,106,Meade
HOWE,Henry,yeoman,"St Sidwills, County & City of Exeter",,1615,104,Rudd
HUCKMORE,"Alice, widow",,Buckland Baron (Coombinteignhead),,1613,84,Capell
,,,,sentence,,fol 108,
HUCKSTABLE,John,,Charles [Plymouth],,1605,13,Hayes
HUDLE,John,vynter,Great Torrington,,1610,24,Wingfield
HUKELEY,Edward,clothier,Uploman,,1608,45,Windebanck
HUNT,John,mariner,Plymouth,,1617,28,Weldon
HUNT,William,mercer,Southmoulton,,1612,61,Fenner
HURLEY,Bartholomew,fuller,Ufecolume [Uffculme],,1617,41,Weldon
HURLEY,Robert,yeoman,"Bodmescombe, Ufeculme",,1611,102,Wood
HURVED,Joane,servt,"to Allice MORSE, widow; Morbath",,1618,13,Meade
HUTCHINS,"Alice, widow",,"St Olave, City of Exon [Exeter]",,1605,86,Hayes
HUTCHINGS,John,,Upawtrie,,1611,37,Wood
HUXTABLE,Richard,yeoman,Eastbuckland,,1612,16,Fenner
HUXTABLE see HUCKSTABLE,,,,,,,
HYMERS,John,shipwright,Plymouth,,1613,40,Capell
HYNSON,"Thomas, esq.",,Towstocke [Tavistock],,1614,90,Lawe
,,,,sentence,,fol 115,
INCELDON,Lewis the elder,,Braunton,,1615,64,Rudd
IRISH,"Ellin, widow",,Chudleigh,,1609,66,Dorset
ISACKE,Gregory,mariner,Dartmouth,,1608,5,Windebanck
ISACKE,Nicholas,merchant,"London (PAB late of Sidbury, Devon)",,1616,86,Cope
ISACKE,Thomas,,Braunton,,1614,97,Lawe
ISACKE,William,,(PAB Heavitree),,1618,12,Meade
GERMYN,Alexander,merchant,Exeter,,1608,98,Windebanck
JAMES see SLADE,,,,,,,
JARMAN,William,mariner,Cockington; bound to sea,,1615,111,rudd
JEFFE see GEEFE,,,,,,,
JEFFEREY,Thomas,,Cutteredge (?Alphington),,1613,67,Capell
JENKYNS,Robert,dyer,"Exiland, Exeter [Exe Island]",,1613,2,Capell
JENNINGS,William,servt,"to Richard OTRY of Exeter, fuller;",with sentence,1615,13,Rudd
,,,"All Saints, Exeter",,,,
JENNING see GENNING,,,,,,,
JERMYN see GERMYN,,,,,,,
JERVIS,Thomas,soldier,"under Captaine & pykeman in ""Barwicke""",,1613,65,Capell
,,,bound to service of Prince of Ireland;,,,,
,,,dying overseas,,,,
,,,"(PAB ST Thomas Apostle, Exeter)",,,,
JEWELL,Richard,,(PAB Northam),,1619,68,Parker
JOCE,John,,West Buckland,,1606,88,Stafforde
JORAS,Francis,mariner,Plymouth,,1615,55,Rudd
JOYNSON,"Gabriel, gent.",,Branscombe,,1618,61,Meade
KEDWILL,Henry,,Highbraye,,1606,61,Stafforde
KELLOND,Christopher,merchant,Totnes,,1618,26,Meade
KELLIE,John,,(PAB Spreton),,1609,44,Dorset
KEMYS,Robert,servingman,Parkham,,1605,13,Hayes
KENSALL,John,yeoman,Bereferres,,1615,86,Rudd
KENT,John the elder,,Braunton,,1619,97,Parker
KENTSBEARE,Giles,yeoman,Axmynster,with sentence,1608,12,Windebanck
KERIDGE,Henry,merchaunt,Exeter,,1613,111,Capell
KNAPMAN,"Alexander, gent.",,Throwleighe,,1619,33,Parker
KNIGHT,Robert,mariner,Dartmouth,,1618,25,Meade
KNYLL,John,husbandman,Braunton,,1610,34,Wingfield
LACKINGTON,"Edward, esq.",,"Washborne, Ashbrington",with sentence,1611,53,Wood
LACKINGTON,"John the elder, esq.",,Washborne (Ashprington),,1618,61,Meade
LAMBERT,Thomas,merchant,Plymouth,,1611,17,Wood
LANE,William,mariner,"Orston, Plimpstocke",,1612,121,Fenner
LANGE,Edward,,Haccombe,,1619,96,Parker
LANGE,William,yeoman,Kenne,,1609,119,Dorset
LANGE see also LONGE,,,,,,,
LANGBRIDGE,"Johane, widow",,Nymett Episcopi [Bishop's Nympton],,1614,103,Lawe
LANGBRIDGE,John,husbandman,Nymett Episcopi [Bishop's Nympton],,1612,16,Fenner
LANGBRIDGE,Thomas,husbandman,Burlescombe,,1611,62,Wood
LANGDON,David,,Heanton Punchardon,,1616,19,Cope
LANGDON,Walter,grasier,Compton Poole. Marledon,,1613,38,Capell
LANGFORDE,Robert,sailor,Kenton,,1606,2,Stafforde
LANGLEY,Thomas,yeoman,King's Teignton,,1616,26,Cope
LANT,John,,alderman of Exeter,,1614,100,Lawe
LAWRENCE,William,merchant,Plymouth,,1613,51,Capell
LAWYRE,John,yeoman,East Stonehouse,,1616,42,Cope
LEACH,John,clerk,"chancellor of Cathedral St Peter, Exeter",,1613,120,Capell
LEAY,"Elizabeth, widow",,Dartmouth,,1616,96,Cope
LEIGH,Richard,yeoman,Sowton,,1618,11,Meade
LEIGH,Roberte,,Wenbenry (sic) (PAB Membury),,1606,64,Stafforde
LEIGH,Thomas,,Northam,,1609,82,Dorset
LEONARD,"Joane, widow",,Stokentinhed,,1619,59,Parker
LEWES als PEIRCE,Edward,merchant,Tiverton,,1613,51,Capell
LEY,William,yeoman,Whitstone,,1605,72,Hayes
LOBDON,Humfrey,husbandman,Down St Mary,,1605,13,Hayes
LOCKRAM,Richard,mariner,Brixham,,1614,3,Lawe
LONGE als LANGE,John,husbandman,Halberton,,1614,66,Lawe
LOVELL,James,,Plimothe,,1614,55,Lawe
LOVERINGE,"Charles, gent.",merchant,Dartmouth,,1615,94,Rudd
LOVERING,Thomas,yeoman,Towstocke,,1618,80,Meade
LUKE,Richard,cowper,Dartmouth,,1610,93,Wingfield
LUKE als SAUNDERS,Thomas,mariner,Dartmouth,,1608,25,Windebanck
LUTTEN,"Joane, virgin [sic]",,Dawlish,,1610,45,Wingfield
LUTTON,John the elder,,Kenton,,1618,74,Meade
LUTTRELL,John,,(PAB Saunton (Braunton)),,1617,24,Weldon
LUX,John,,Powderham,,1610,21,Wingfield
LYDE,Thomas,merchant,Plymouth,,1609,64,Dorset
MACYE,John,,(PAB Colliton) [Colyton],,1606,18,Stafforde
MADDOCKE,John,merchant,Plymouth,,1617,116,Weldon
MAIOR,Richard,,(PAB Plymouth),,1617,125,Weldon
MALLACKE,"John, gent.",,"Crabbyn, Exmouthe (sic) (PAB Axmouth)",,1611,30,Wood
,,,(Crabhayne in Axmouth),,,,
MANNYNGE,"Henry, LLD",,"chancellor diocese of Exeter, Exeter",,1614,99,Lawe
MANYNGE,William,clothier,"Culmestocke, within peculiar St Peter,",,1614,28,Lawe
,,,Exeter,,,,
MARKE,John the elder,yeoman,Braunton,,1617,43,Weldon
MARSHALL,"Ellinor, widow",,Crediton,,1608,44,Windebanck
,,,,sentence,1610,6,Wingfield
MARSHALL,John,weaver,"Aysshell (Ashill), Uffcolmbe",,1610,69,Wingfield
MARTIN,Elizabeth,,Holcombe Rogus,sentence,1610,102,Wingfield
MARTIN,Gregory,,(PAB Exeter),,1619,31,Parker
MARTIN,Thomas,sometime gunner,"of the ""Rose""; Salcombe",,1618,118,Meade
MARTYN,"George, gent.",,Farringdon,,1612,43,Fenner
MARTYN,William,,alderman of Exeter,,1610,8,Wingfield
MARTYN,William,merchant,Tottnes,,1610,93,Wingfield
MARTYN,"William, esq.",,Recorder of Exeter,,1617,81,Weldon
MARWOOD,Thomas,phisician & chirugeon,Honyton,,1617,116,Weldon
MATHEWE,Gregorie,mariner,Ipplepen,,1614,97,Lawe
MATHEWE,Richard,saylor,Marledon; bound for Newfoundland,,1618,25,Meade
MATHUE,Simon the elder,yeoman,"Stockland, Dor.",,1614,122,Lawe
MAWYRE,Alexander,merchant,Exeter,,1614,125,Lawe
MAWYRIE,Gregory,barber,Exeter,,1617,78,Weldon
MAYER,Thomas,,"Sidford, Sidbury",,1617,39,Weldon
MAYNE,James,yeoman,Swymbridge,,1605,79,Hayes
MAYNE,Robert,yeoman,Swimbridge,,1609,44,Dorset
MEDYETT,John,mariner,Withecombrawleigh,,1615,28,Rudd
MEAWE,Thomas,,(PAB Culliton) [Colyton],,1615,72,Rudd
MEIRE,William,,Topsham,,1606,3,Stafforde
MELHUISH,"Thomas, gent.",,Wetheridge,,1608,113,Windebanck
MELHUYSHE,Humfrye,,Morchard Cruse,,1612,61,Fenner
MENIFIE,Roger,yeoman,Hevitree,,1612,94,Fenner
MEREFYLDE,Zachie,,"Croft, Okehampton; bound on a voyage",,1614,124,Lawe
,,,to the Levant,,,,
MICHELL,John the elder,yeoman,"Dallwood (Stockland), Dor.",,1613,12,Capell
MICHELL,Thomas,,"(PAB Plymouth) aboard the ""Red Dragon""",,1606,82,Stafforde
MIDDLETON,"Arthur, gent.",,Plymouth; now bound for the seas in the,,1611,17,Wood
,,,trade of merchandize,,,,
MILLER,William,yeoman,Landkey,,1613,71,Capell
MILTON,John,yeoman,Bampton,,1608,63,Windebanck
MILTON,John,,Moorebathe,,1614,106,Lawe
MINTERNE,John,,(PAB Plumouth),,1619,7,Parker
MOGFORD,William,yeoman,Okeford,,1613,51,Capell
MOGRIDGE,Thomas,merchant,Exeter,,1617,84,Weldon
MOLEFORD,"John, esq.",,Cadbery,,1610,82,Wingfield
,,,,sentence,1615,13,Rudd
MOLL,William,husbandman,Northmolton,,1611,61,Wood
MONCKLEY,John,,Great Torrington,,1615,39,Rudd
MOORE,John,plomber,St Thomas near city of Exeter,,1613,38,Capell
MOORE,John,yeoman,Broadclist,,1617,92,Weldon
MOORE,"Robert, esq.",,"Haukechurch, Dor.",,1613,86,Capell
MOORE,"Robert, gent.",,Moore (Swymbridge),,1615,88,Rudd
MORCOMBE,William,mariner,Northam,,1618,95,Meade
MORE,"Geffery, gent.",,"Hawkchurch, Dor.",,1616,37,Cope
MORISH,Henry,yeoman,Clayhidon,,1618,125,Meade
MORRIS see ANDREWE,,,,,,,
MORSE,John,,Moorebath,,1606,69,Stafforde
MORTIMER,John,yeoman,"Prierton in Sandford, Crediton",,1605,19,Hayes
MOSAVEN,Margaret,,"Sampton, Braunton",,1607,50,Hudleston
MUSAVEN,Edward,,"Sampton, Braunton",with sentence,1607,51,Hudlestone
,,,,and sentence,1609,61,Dorset
MUSGRAVE,Thomas,clothier,Culmestocke,,1608,17,Windebanck
MUTLEBERY,Edward,blacksmith,Thorncombe,,1610,4,Wingfield
NEALE,Maurice,mariner,Plymouth,,1610,59,Wingfield
NEWALL,William,merchant,Uplyme; bound on long voyage,,1615,7,Rudd
NEWBERY,Roger the elder,yeoman,"Stockland, Dor.",,1607,9,Hudlestone
NEWBERYE,John,yeoman,"Dallwood, Dor.",,1619,69,Parker
NEWBERYE,John the elder,yeoman,Membury,,1619,92,Parker
NEWBYE,John,merchant,Dartmouth,,1612,87,Fenner
NEWCOMBE,John,clothier,Crediton,,1609,25,Dorset
,,,,sentence,,fol 112,
NEWCOMBE,William,merchant,Exeter,,1615,7,Rudd
NEWCOURT,"Elizabeth, widow",,(PAB Barnstaple),,1612,42,Fenner
NEWMAN,John,merchant,Totnes,,1617,11,Weldon
NICHOLL,Peter,yeoman,Hartland,,1617,122,Weldon
NICHOLLS,Peter,yeoman,Stokegabriell,,1619,67,Parker
NODDICOTT,John,trumpeter,"of the ship ""Trades Increase""",,1614,84,Lawe
,,,(PAB Dartmouth; over the seas),,,,
NORTHCOTT,Phillip,clothier,Kirton [Crediton],,1611,1,Wood
NORRINGTON,Symon,clerk,Uplym,,1609,25,Dorset
NORRIS,John the elder,M.D.,Exeter,,1612,60,Fenner
NOSEWORTHIE,Lawrence,,Morton Hemstede,,1612,93,Fenner
NOSEWORTHIE,Thomas the elder,,Manaton (PAB Devon),,1605,8,Hayes
NOSEWORTHY,Thomas,,Manaton,,1617,42,Welson
NOSWORTHY,Nicholas,yeoman,Woodland,,1608,114,Windebanck
NOSWORTHY,Walter,,Great Totnes,,1609,99,Dorset
NOTT,John,yeoman,"Brickel, Swymbridge",,1608,98,Windebanck
NOTT,William,,Tawton Bishop,,1610,30,Wingfield
NOTT,William,,(PAB Chittlehampton),,1615,101,Rudd
OLAND,"Robert, gent.",,Uffculme,,1610,41,Wingfield
OSBORNE,Edward,,Clist St George,,1608,38,Windebanck
OSBORNE,"Joane, widow",,Clist St George,,1615,29,Rudd
OXENHAM,William,yeoman,Kinges Carswell,,1614,84,Lawe
PACKER,"Robert, gent",,Seale [Zeal] Monachorum,,1614,23,Lawe
PADDON,"Joan, widow",,Combtynhead,,1609,81,Dorset
PADDON,John,,Combintynhead,,1607,21,Hudlestone
PAYGE,Thomas,,Westleigh,,1619,68,Parker
PALMER,John,,Munkesilver (PAB Devon (Somerset)),,1610,53,Wingfield
PALLMER,Richard,,Hollcombe Rogus,,1606,30,Stafforde
PARKEHOUSE,Henry,taylor,"Westleigh, Burlescombe",,1612,54,Fenner
PARKER,"Edmond, esq.",,North Molton,,1611,76,Wood
PARKER,Thomas,mariner,Plymouth,,1618,107,Meade
PARKER,William,,Plymouth; now on voyage to East Indies,,1619,112,Parker
PARRE,Robert,merchant,Exeter,,1608,50,Windebanck
PARRETT,"Richard, gent.",,Bockerell [Buckerell],,1614,40,Lawe
PARSON,Edmonde,clerk,rector of Borlescum [Burlescombe],,1614,8,Lawe
PARSONS see PERSONS,,,,,,,
PASCHO,William,,Marledon,sentence,1611,12,Wood
PASMORE,Michaell,,North Molton,,1607,57,Hudlestone
PATTINSON,Johane,,Exeter,with sentence,1613,116,Capell
PAULE,John,yeoman,Beere Seaton,,1608,72,Windebanck
PAYNE,"Anne, widow",,Plymouth,,1614,8,Lawe
PAYNE,Roger,saylor,Apsonn (Topsham/Tapsonne),,1618,83,Meade
,,,(PAB over the seas,,,,
PAYNE,Thomas,marchaunt,Plymouth,,1613,69,Capell
,,,,sentence,1614,59,Lawe
PAYNE,Thomas,yeoman,Broadclist,,1615,27,Rudd
PEACHER,John,apothecary,Plymouth,,1608,8,Windebanck
PEARNE,Henry,,(PAB West Tingmouth),,1606,55,Stafforde
PEARSE,William,,(PAB Church Taunton),,1606,8,Stafforde
PENNEY,Henry,draper,Exeter,,1618,74,Meade
PERIMAN,Robert,,Withycombe Ralye,,1618,74,Meade
PERRATT,John,,Clehanger,,1606,69,Stafforde
PERRATT see PARRETT,,,,,,,
PERRY see HILL,,,,,,,
PERRYAM,John,,alderman of Exeter,,1618,95,Meade
PERRYMAN,Richard,mariner,Tapsome (Topsham),,1618,27,Meade
PERSONS,Richard,husbandman,"Dallwood(Stockland now in Devon), Dor.",,1618,74,Meade
,,,,,,,
PERYN,Ralphe,yeoman,St Giles (in the Wood) nr Torrington,,1613,23,Capell
PETER,"Othes, esq.",,Bowhay (?Ipplepen),,1607,69,Hudlestone
PETER,"William, esq.",,Hayes,,1614,73,Lawe
PYEND,William,yeoman,Colbrooke,,1619,58,Parker
PHILLIPS,John,merchaunt,Plymouthe,,1613,18,Capell
PHIPPS,Roger,,Exeter,,1605,70,Hayes
PIERCE see LEWES,,,,,,,
PILL,"John, gent.",,Exeter,with sentence,1607,97,Hudlestone
PINCOMBE,John,merchant,South Molton,,1605,12,Hayes
PINCOMBE see PYNCOMBE,,,,,,,
PINNEY,John,,"Hewood, Thorncombe",,1619,15,Parker
PINNEY,Robert,,"Hewood, Thorncombe",,1615,42,Rudd
PINNEY see PYNNEY,,,,,,,
PITMAN see PYTMANN,,,,,,,
PLEY,John,merchaunt,Exeter,,1610,31,Wingfield
PLUMPTON,John,clerke,parson of Butterley (Butterleigh),,1617,117,Weldon
POCOCKE,William,weaver,Uffcolumbe,,1619,90,Parker
POLLARD,"Henry, gent.",,Honyton; South Molton,with sentence,1617,19,Weldon
POMEROY,"Richard, esq.",,Engesdon (Ilsington),,1617,42,Weldon
POMEROY,"Thomas, esq.",,Engesdon (Ilsington),,1611,9,Wood
POOPLE,John,husbandman,"Mawdlyn, Thorncombe",,1609,41,Dorset
POPE,"Cecily, widow",,Brawfford (Brampford) Speake,,1614,104,Lawe
POPE,John,yeoman,Brampforde Speake,,1610,105,Wingfield
POPE,Mathewe,,Landkey,,1607,93,Hudlestone
POPE,Richard,husbandman,Kynge's Carswell (Kingskerswell),,1612,80,Fenner
PORTINGE,Morgan,,(PAB St Mary Church),,1615,19,Rudd
POTTIE,George,,Craditon,,1610,44,Wingfield
POWELL,"Richard, gent.",,Tiverton,,1608,111,Windebanck
POWNINGE,Trustram,,Sydburie,,1613,87,Capell
PRIDDEY,Nicholas,husbandman,Churchstanton,,1610,81,Wingfield
PRIDDY,Nicholas,husbandman,Churchstanton,,1618,40,Meade
PRIDEAUX,"Johane, widow",,"Westwood, Crediton als Kerton",,1613,2,Capell
PRIDEAUX see PRYDEAUX,,,,,,,
PRINCE,Thomas the elder,baker,Sidmouth,,1616,121,Cope
PROUZE,Richard,,alderman of Exeter,,1607,83,Hudlestone
PROWER,Philip,,Abbotsham,,1616,19,Cope
PROWSE,Thomas,yeoman,"Warmycombe, Tyverton",,1612,53,Fenner
PROWZ,Richard,citizen & mercer,of London (PAB Exeter),,1609,47,Dorset
PRUST,"Hugh the elder, gent.",,Hartland,,1619,109,Parker
PRUSTE,Tristram,,Hartland,,1609,106,Dorset
PRYDEAUX,"Richard, esq.",,Thuborough (Sutcombe),,1619,17,Parker
PRYME,Robert,,Ashberton,sentence,1614,17,Lawe
PYNCOMBE,John the elder,,Southmoulton,,1605,27,Hayes
PYNCOMBE,William the eldest (sic),yeoman,East Buckland,,1605,56,Hayes
PYNE,"Hercules, gent.",,Axmouth,,1611,61,Wood
PYNE,"Jasper, gent.",,Axmouth,,1613,116,Capell
PYNNEY,William,,"Sinderford, Thorncombe",,1605,56,Hayes
PYTMANN,John,weaver,Bishop's Nympton,,1614,72,Lawe
QUICK,"John, gent.",,Newton St Syers,,1606,96,Stafforde
QUICKE,"Thomas, gent.",,Newton St Cyres,,1610,71,Wingfield
RAWLE,"Thomas, gent.",,Cundsbury (Countisbury),,1607,21,Hudlestone
RAYE,Robert,,"Heempton, Shute",,1607,82,Hudlestone
RAYNESBURY,Henry,husbandman,Culmestocke,,1616,29,Cope
RAYNSBERY,"Susan, widow",,Collumstoke,,1616,92,Cope
RAYMONDE,John,yeoman,"Hauckmore, Hauckchurch, Dor.",,1606,55,Stafforde
REEPE,Jeremy,weaver,"St Sidwell without the Eastgate, Exeter",,1606,90,Stafforde
REEVE,Robert,mariner,Powderham,,1609,23,Dorset
RENDELL,"Anstice, widow",,Swymbridge,,1617,40,Weldon
RENDELL,Thomas,husbandman,Symbridge,,1614,98,Lawe
RETORICK,Richard son & heir of,notary publique,,,,,
,John RETORICK the elder,,,,,,
,"merchant, deceased",,,,,,
,somwtime dwelling in,,"Tavistock, Ide",,1619,46,Parker
REYNELL,Richard,yeoman,Newton Abbott,,1610,100,Wingfield
REYNELL,"Sir Thomas, knight",,Ogwell,,1618,111,Meade
RICHARDES,Alexander,yeoman,Awliscombe,,1617,84,Weldon
RICHARDES,Thomas,clerk,Kentisbeare,,1615,70,Rudd
ROBERTS,Richard,sailor,Churston Ferris,,1609,62,Dorset
ROBERTS als ROBINSON,Richard,mariner,Plymouth,,1612,87,Fenner
ROBINS,John,merchant,Plimton Erle (Plympton Earl),,1617,64,Weldon
ROCHE,Thomas,marchante,Plymouth,,1612,53,Fenner
ROCKETT als WAKLYE,"Ann, widow",,"Fillymill, Hawkchurch, Dor.",,1614,8,Lawe
RODGE,James,,Honiton,,1617,78,Weldon
ROGERS,Hugh,,Armenton (Ermington),,1610,27,Wingfield
ROGERS,William,,(PAB Otterton) bound to East Indies in,,1613,108,Capell
,,,"ship ""Thomas""",,,,
ROSTE,John,husbandman,Shute,,1610,100,Wingfield
ROWE,Edward,sailor,St Mary Church,,1617,31,Weldon
ROWE,John,yeoman,Alphington,,1618,24,Meade
ROWE,Richard,merchant,"Motlye (Mutley), Plymouth",,1614,87,Lawe
ROWPE,"JOhn, son of Nicholas",,,,1610,29,Wingfield
,"ROWPE, merchant of",,"Walfleete, nr Dartmouth",,,,
ROWSELL,Thomas,,Clayhidon,,1605,79,Hayes
RUDGE,Robert,yeoman,Clehidon,,1612,44,Fenner
RUDGE,Robert,husbandman,Uffcolme,,1619,10,Parker
RUDGWAYE,John,husbandman,Stokentinhead,,1616,42,Cope
RUGG,"Joane, spinster",,Uffcullam (PAB widow),,1619,28,Parker
SAFFRYN,"George, gent.",,Colompton,,1612,78,Fenner
,,,,sentence,1613,49,Capell
SALLESBURIE,Phillip,baker,Barnstaple,,1612,16,Fenner
SALMON,Thomas the elder,,"Dadbrooke, Maker,Devon (now in Cornwall)",,1607,7,Hudlestone
SAMPSON,George,,Culliton [Colyton],with sentence,1611,52,Wood
SAMPSON,"John, gent.",,Memberye,,1619,73,Parker
SAMPSON,Nicholas,husbandman,"Stockland, Dor.",,1613,52,Capell
SAMPSON,Richard,,Membury,,1606,60,Stafforde
SAMPSON,Robert,,Kenton,,1618,83,Meade
SANFORD,"Thomas, gent.",,Kentisbeare,,1614,21,Lawe
SAUNDER,"Alice, widow",,Nymet Byshoppe (Bishop's Nympton),,1614,52,Lawe
SAUNDERS,John,innholder,Holy Trinity in co & city of Exeter,,1613,72,Capell
SAUNDERS see LUKE,,,,,,,
SAVERYE,"Richard, esq.",,(PAB Rattry),,1618,103,Meade
SCAMPE,Robert,yeoman,Braunton,,1618,19,Meade
SCERDEN als SKERDEN,Nicholas son of John,,(PAB Chesson als Churston (Ferrers)),,1617,112,Weldon
,SKERDEN of Chessen,,,,,,
SCOTT,John the elder,,Highbray,,1618,107,Meade
SCOTT,Walter,,Highbraye,,1617,27,Weldon
SEALIE,Edmond,,Bampton,,1616,130,Cope
SEALIE,John,sailor,Powderham,,1619,28,Parker
SEARLE,Edward,linendraper,Honiton,,1607,48,Hudlestone
SELLER,Francis,grome [sic],Kilmington,,1615,37,Rudd
SELMAN,"Isote, widow",,Newton Abbot,,1610,76,Wingfield
SELLMAN,John,sailor,Stokintynhead,,1608,55,Windebanck
SHAPLYE,John,,Kenton,,1613,29,Capell
SHARPHAM,"Edward, gent.",,Allington,,1608,46,Windebanck
SHARPHAM,Robert,,Paington,,1612,64,Fenner
SHEEBROOKE,John,husbandman,"Coombe Davye, Henmyock",,1614,11,Lawe
SHEERE,George,smithe,Plymmouthe,,1610,108,Wingfield
SHEERE,Lewis,yeoman,Churston Ferrers,,1609,94,Dorset
SHEPHARD,Peter,,parson of Loxore {Loxbeare],,1611,69,Wood
SHEPHEARD,Willliam,clothier,Modbury,,1616,18,Cope
SHEPHERDE,"Thomas, gent.",,Kingston,,1612,64,Fenner
SHERLAND,"Roger, gent.",,Bishop's Morchard,,1617,79,Weldon
SHERMAN,"John the elder, esq.",,"Kingston, Ottery St Mary",,1617,110,Weldon
SHOPLAND,Phillipp,,Northmolton,,1608,14,Windebanck
SHORTE,Nicholas,husbandman,Swymbridge,,1606,8,Stafforde
SIDAYE see SYDYE,,,,,,,
SIMONDS see SYMONDES,,,,,,,
SITWELL,Francis,yeoman,Tavistock,,1618,86,Meade
SKERDEN see SCERDEN,,,,,,,
