NAME,FORENAME,OCCPN/STATUS,PLACE,TYPE/NOTE,YEAR,FOLIO
SMALLRIDGE,"Anthony, senr.,",clothier,Chitelhampton,,1692,133
SMITH,"Joane,",wid.,Membury,,1687,13
SMITH,Thomas,mar,Dartmouth,,1690,31
SNEETH,Thomas,mar,"Sumerby, Lincs",,1691,178
,,,"(ship ""Royal Catherine"" at Plymouth)",,,
SPARKE,Angel,clothier,city of Exeter,,1686,35
SPARKE,"Elizabeth,",wid.,city of Exeter,,1693,36
SPRAKE,"Grace, wid.",,Churchstanton,,1687,142
SPRINGHAM,"John, bach",doctor,Barbadoes,,1689,146
,,,"(H.M.S. ""Greenwich"" in Road of Torbay)",,,
SQUIRE,William,yeo,Templeton,,1692,175
STEVINS,"Lewis,",gent.,Braunton [Brampton],,1691,60
STOCKER,"Elizabeth,",spr,"Stockland, Dorset",,1689,87
STOCKER,"Francis, senr.",yeo,Shute,,1693,117
STONE,"Mary,",wid.,Uplowman,,1692,192
STONEINGE,"Tristram,",gent.,Honyton,,1689,165
STUCKLEY,"Susannah,",wid.,Afton,,1692,175
,,,"[Affton Barton, West Worlington]",,,
,,,[seat of STUKELEY family],,,
SUMMERHAIES,Robert,cordwainer,"Stockland, Dorset",,1686,156
SWEETE,John,mar,Dartmouth,,1692,56
TANER,"Samuel,",gent.,"Chorly, Farringdon",,1689,71
TAYLOR,James,yeo,Holcomb Regis,,1692,121
TAYLOR,Peter,mar,Taunton [Somerset],,1689,184
,,,"(H.M.S. ""Elizabeth""; d. Plymouth)",,,
TEAGUE,David,merchant,Plymouth,,1689,166
TEASEY,"Pete,","bach, mar",Ply [mouth],,1690,33
,,,"(H.M.S. ""Yorke""; at sea)",,,
TERRILL(Y),John,,Northam,,1691,73
TOMKINS,"Thomas,",gent. (armiger),Axminster,,1689,130
TOTTLE,John,cooper,Plymouth,,1686,84
TOWELLS,Richar,mar,Dartmouth,,1689,87
TOWILL,Elizabeth.,wid,"Broomfield, Somerset",,1688,85
,,,"now Branstaple, Devon",,,
TOZER,Aaron,haberdasher,city of Exeter,,1686,102
TRANKMORE,Thomas,mar,Topsham,,1693,37
,,,"ship ""St Andrew""",,,
TRAPNELL,Peter,yeo,Topsham,,1690,32
TRAPNELL,Peter,mar,Wadbury,,1691,222
,,,"H.M.S. ""Bristol""",,,
,,,[Woodbury],,,
TRIPE,Nicholas,mercer,Kingsbridge,,1686,25
,,,now Charlton [nr Kingsbridge],,,
TRO(U)BRIDGE,Simon,merchant,city of Exeter,,1686,84
TUCKFIELD,Roger,esq.,"Raddon Court,",,1687,172
,,,"[Par. of Thorverton, Devon]",,,
,,,,Sentence,1690,167
,,,,(Confirmed by Court of Delegates 15 Mar 1690),,
TURPIN,Richard,,Plympton St Mary,,1689,87
VELLACOTT,Richar,husb,Knowstone,,1688,70
VENTON,Joseph,,Dartmouth,,1691,56
,,,,will registered 136 King (1679),,
VERSAY,"Margaret,",wid.,Willington,,1693,198
,,,[?Wilmington],,,
WAAD,"John,",gent.,city of Exeter,,1686,67
WALCOT,Thomas,,"Sandford, Exon",,1690,132
,,,[Exeter],,,
WALDRON,Sir William,Kt,Bradfield,,1689,137
WALKER,Edimion,esq,alderman of Exeter,,1686,86
WAREN,John,,Burlescombe,,1689,55
WARREN,"John,",gent.,"Oldridge Ward, Exeter",,1688,143
,,,(now Lond. d. overseas),,,
WARREN,Richard,,Halberton,,1691,95
,,,,will registered 111 Bath (1680),,
WARREN,William,,Huntsham,,1691,111
,,,,Sentence,1687,168
WATTS,Thomas,mar,Tapsorne [?Topsham],,1693,102
,,,"(H.M.S. ""Antelope"")",,,
WEBER,William,clothier,Tyverton,,1690,34
WEEKES,"John,",bach,Drewstenton,,1693,222
,,,"(d. in H.M.S. ""Vanguard"")",,,
,,,[Drewsteignton],,,
WEEKES,Thomas,shipwright,Townstall,,1691,17
,,,"(H.M.S. ""Dartmouth"")",,,
,,,"[Townstall, Dartmouth]",,,
WELMAN,Thomas,,Luppitt,,1686,112
WHEELER,"Hannah, junr",,Bishops Morchard,,1690,196
WHIDDON,Johanne,,Totnes,,1692,18
WHITE,George,mar,Brainstum [Branscum],,1691,182
,,,"(H.M.S. ""Harwich""; overseas)",,,
,,,[Branscombe],,,
WHITE,"John, senr",,Coldridge,,1689,179
,,,,will registered 143 Cottle (1682),,
WHITTEY,Thomas,,Axminster,,1693,38
WILLIAMS,Dawbeny,,"Male, Tavistock",,1689,116
WINDYETT,Anthony,clothier,Plymouth,,1686,86
WISE,John,merchant,"Holy Trinity, Exeter",,1688,41
,,,,(regd twice) Sentence,1687,171
WISLADE,Allen,yeo,Shute,,1687,87
WITHICOM,James,mar,Plymouth,,1690,196
WOOD,"Anne,",wid.,Tiverton,,1687,15
WOTTON,Walter,,Blackawton,,1692,18
WOTTON,William,goldsmith,city of Exeter,,1690,119
YARDS,"Jane,",wid.,Ottery St Mary,,1688,113
YEANDLE,William,cordwainer,Bampton,,1690,35
YOLDON,John,vintner,Newton Abbott,,1686,103
