NAME,FORENAME,OCCPN/STATUS,PLACE,TYPE/NOTE,YEAR,FOLIO
TUCKER,John,coachman,"Ford Abbey, Devon",,1664,127
TUCKER,"Sara, widow",,Barnstaple,,1665,f. 39
,,,,and,1666,Mch
TURNER,Catherine,,Bickly,Sentence,1662,112
,,,[Bickleigh],,,
TURNER,John,mercer,Axminster,,1663,74
TURNER,Robert,yeoman,"Chardstock, Dorset",,1664,43
TURNER,Thomas,marchant,Plimouth,,1662,159
TURPIN,Philip,chirugeon,Plymouth,,1670,182
TWIGGS,Edward,fuller,Exeter,,1669,149
ULAND,Andrew,,Kenton,,1664,114
,,,d. abroad unmarried,,,
UNDERWOOD,"Thomas,",gent,Bradninch,,1667,100
UPCOTT,John,clothier,Tiverton,Will,1661,190
,,,,Admon,1663,f. 27
UPTON,"Anthony,",bach,Englishman residing in,1670,11,
,,,the City of Sevill,,,
,,,"son of John & Dorothy UPTON of Oton,",,,
,,,"nr Dartmouth, decd, where I was born",,,
,,,Translated out of the Spanish,,,
UPTON,"Dorothy,",widow,"Saltram, Plymouth",,1668,148
UPTON,John,,(died abroad),,1667,111
,,,[possibly father of Anthony as above],,,
VA(U)GHAN,"Charles,",esq,Offery St Mary,,1666,67
,,,[Ottery St Mary],,,
VENNINGE,William the elder,clothier,Torbryan,,1663,42
VENNINGE,William,clothier,Torbrian,Nuncupated,1666,170
VICARY,John,,Sandford,,1661,118
VICCARY,Nicholas,yeoman,Whimple,,1667,121
VILVAIN,Robert,,City & County of Exeter,,1663,42
WAAD,Samuel,merchant,Topsham,,1670,30
WADLAND,Thomas the elder,merchant,Bideford,,1669,45
WAKELEY,Nicholas the elder,yeoman,"Holditch, Thorncomb",,1663,26
WAKELEY,Nicholas the younger,yeoman,"Holditch, Thorncomb",,1663,26
WALDRON,Clement,clothier,Hennocke,,1664,61
WALROND,"William,",esq,Bradfield,,1669,154
,,,"[Bradfield Hall, Uffculme]",,,
WALTER,Richard,,Compton Gifford,Admon,1670,f. 132
,,,,will registered 287 Pell,1659,
WARREN,Thomas,clothier,Halberton,,1670,183
WAY,William,mariner,"Harnis, Dartmouth",,1666,172
,,,"Stepney, M'sex",,,
WEBBER,"Elizabeth,",spinster,"St Sidwell, Exeter",,1666,92
,,,,Sentence,1666,155
WEBBER,John,clothier,Tiverton,,1667,32
WEBBER,John,,Northlewe,Admon,1669,f. 43
,,,,will registered 178 Aylett,1655,
WELCH,John,yeoman,"Dalwood, Dorset",Will,1662,160
,,,,Sentence,1662,162
WERE,"Nicholas,",gent,Halberton,,1661,191
WERE,"Thomas,",gent,Tiverton,,1665,69
WESTCOTT,Mathew,mariner,East Budley,,1666,54
,,,"d. in the ""Royal Charles"", bach.",,,
WESTLAKE,"Thomas,",gent,Exeter,Will,1666,66
,,,,Sentence,1667,123
WESTMECOTT,Robert,velmonger,Exeter,,1664,91
WHEELER see DAVY als WHEELER,,,,,,
WHEELER,Laurence,merchant,Dartmouth,,1662,102
WHITEHORNE,John,grocer,Exeter,,1663,137
WILCOX,Thomas,clerk,Powdram,,1668,120
,,,[Powderham],,,
WILKINS,John,,"Colyton, late Vicar there",,1668,10
WILLS,John,seaman,Dartmouth,,1668,161
,,,d. abroad,,,
WILLS,Sydracke,mariner,West Tynmouth,,1664,87
,,,[West Teignmouth],,,
WILSON,"Samuel,",gent,Cleyhidon,,1663,86
WINBALL,Peter,,Exeter,,1667,122
WISE,Samuel,,Tottnes,Admon,1667,f. 158
,,,,will registered 63 Seager,1634,
WITHERELL,Roger,,,(Devon @ Calendar),1662,57
WOTTON,Philip,yeoman,East Budleigh,,1663,26
WYNE,"John the elder,",gent,Culmestock,,1662,74
YOUNG,Edward D.D.,"Dean of the Cathedral of St Peter, Exeter",,,,
,,,,,1663,112
YOUNG,Jane,,Colyton,,1666,74
YOUNG,"Sir John,",knight,Coliton,,1663,116
,,(& baronet @ Calendar),,,,
,,,[Colyton],,,
